Energy_eV,Experimental_Abs,Total_Model,Vib_0-0,Vib_0-1,Vib_0-2,Vib_0-3,Vib_0-4
2.204209328782707811e+00,3.276469488151125264e-01,1.645770137855437076e-01,3.238086065344527077e-07,2.881986537502568071e-03,1.257323603365070042e-01,3.588789588132563352e-02,7.444722160197563465e-05
2.201196456783767630e+00,3.300822622351927138e-01,1.683411659046866460e-01,3.966751362655164141e-07,3.251839786817465640e-03,1.306699515993728911e-01,3.435333875695329581e-02,6.563908640672340997e-05
2.198191809962772414e+00,3.321596685656917902e-01,1.721519151645219681e-01,4.849656249302148010e-07,3.662631320984678033e-03,1.355903396352649004e-01,3.284065018625272059e-02,5.780905639473812418e-05
2.195195354683378675e+00,3.342027652491233458e-01,1.760016593359040038e-01,5.917284504652487886e-07,4.118033504747193804e-03,1.404790168956110419e-01,3.135315993152886643e-02,5.085727556641693226e-05
2.192207057492398192e+00,3.366971302919075093e-01,1.798825181904120663e-01,7.205689579021571911e-07,4.621945732590635424e-03,1.453212600929664200e-01,2.989389888315828817e-02,4.469291273879775567e-05
2.189226885118553678e+00,3.388312171208646140e-01,1.837864155808015543e-01,8.757422224801183840e-07,5.178497227541947745e-03,1.501022097459069615e-01,2.846559936568768615e-02,3.923349944246664060e-05
2.186254804471243762e+00,3.413792314501124525e-01,1.877051645616345521e-01,1.062259597393221339e-06,5.792048554486276500e-03,1.548069518318763993e-01,2.707069761958601217e-02,3.440429608845746771e-05
2.183290782639316863e+00,3.438417734352428590e-01,1.916305545704352908e-01,1.286010807870808079e-06,6.467191713284347991e-03,1.594206008727157564e-01,2.571133828548880992e-02,3.013768813849931094e-05
2.180334786889857934e+00,3.459145808035785641e-01,1.955544396656315465e-01,1.553903532624001720e-06,7.208748678420347743e-03,1.639283837602439897e-01,2.438938070999377775e-02,2.637261344081106472e-05
2.177386784666982766e+00,3.483796796144602581e-01,1.994688268057171476e-01,1.874022604430172688e-06,8.021768254934691714e-03,1.683157236197714568e-01,2.310640688701236581e-02,2.305402139418582732e-05
2.174446743590642939e+00,3.507227639934325514e-01,2.033659631544741664e-01,2.255811163477334417e-06,8.911521125079381253e-03,1.725683230078526031e-01,2.186373084620754290e-02,2.013236417113945835e-05
2.171514631455440103e+00,3.522968747773941867e-01,2.072384214096131827e-01,2.710276309571224671e-06,9.883492966552888739e-03,1.766722457469308005e-01,2.066240929995815864e-02,1.756311986175327527e-05
2.168590416229450923e+00,3.544826452530823180e-01,2.110791821765095611e-01,3.250222021718582064e-06,1.094337553137575067e-02,1.806139967136326796e-01,1.950325336239068508e-02,1.530634708873758530e-05
2.165674066053058677e+00,3.566722693581810821e-01,2.148817124444139803e-01,3.890512345004314420e-06,1.209705558449449339e-02,1.843805989190969163e-01,1.838684115809132227e-02,1.332627038624252389e-05
2.162765549237799512e+00,3.595973770051854035e-01,2.186400392689934191e-01,4.648368083870535346e-06,1.335060161305179870e-02,1.879596672484948328e-01,1.731353114393777495e-02,1.159089542514880684e-05
2.159864834265210476e+00,3.612783971985725207e-01,2.223488178216894429e-01,5.543700486402908406e-06,1.471024823094079989e-02,1.913394782624359691e-01,1.628347597482509776e-02,1.007165300110848516e-05
2.156971889785694430e+00,3.634113534598242823e-01,2.260033930322506990e-01,6.599485654218613202e-06,1.618237821870130433e-02,1.945090355046176500e-01,1.529663675270366563e-02,8.743070573835974156e-06
2.154124105343617757e+00,3.655799795743774894e-01,2.295535334219702406e-01,7.824722243384800424e-06,1.775204756948858473e-02,1.974212835685082157e-01,1.436478100744680887e-02,7.596554283279075020e-06
2.151246508561614146e+00,3.674896680113016734e-01,2.330895724815219561e-01,9.281709512484700409e-06,1.946710697586341576e-02,2.001435890059209410e-01,1.346301281593899855e-02,6.581974286119013151e-06
2.148376589625420330e+00,3.701172062418767728e-01,2.365621120404290123e-01,1.099042331717920044e-05,2.131438390866145435e-02,2.026276927429383479e-01,1.260334742908976804e-02,5.697536422279892152e-06
2.145514317847564634e+00,3.725234358203223795e-01,2.399697103181155644e-01,1.299073299734997722e-05,2.330062533950913103e-02,2.048660404145418445e-01,1.178512648166740902e-02,4.927349399836782549e-06
2.142659662703898071e+00,3.748428838049359668e-01,2.433118057010978941e-01,1.532819519364981729e-05,2.543260073265365268e-02,2.068520474597990710e-01,1.100757196867050043e-02,4.257344780985010491e-06
2.139812593832507659e+00,3.759930268277240639e-01,2.465887284396434675e-01,1.805476407206594281e-05,2.771706973551556902e-02,2.085801288376264995e-01,1.026980001764848417e-02,3.675084780808827135e-06
2.136973081032640387e+00,3.785114316711861160e-01,2.498017029424579316e-01,2.122957518564223486e-05,3.016074764568505914e-02,2.100457219077499771e-01,9.570834225893382410e-03,3.169587943889072143e-06
2.134177825203951606e+00,3.808144572415761986e-01,2.529123013538922549e-01,2.486826695544880811e-05,3.273528815630089017e-02,2.112314399909172302e-01,8.917968467200344460e-03,2.736472518311779719e-06
2.131353237422437985e+00,3.829371046597641048e-01,2.560053257799944082e-01,2.914188231351471072e-05,3.551488765940195164e-02,2.121660293004297981e-01,8.292911038755642825e-03,2.355899093533927389e-06
2.128536116451524407e+00,3.853073602909077855e-01,2.590432670623826761e-01,3.409210737420195547e-05,3.847311843055765956e-02,2.128307136036192981e-01,7.703316449659794625e-03,2.026471171714842576e-06
2.125726432722472747e+00,3.870818302845757675e-01,2.620307517831807487e-01,3.981615950130481624e-05,4.161613599768120009e-02,2.132250969083078485e-01,7.147961127267996907e-03,1.741590422313934936e-06
2.122924156822461939e+00,3.894885278632164716e-01,2.649731740315190431e-01,4.642364378989242122e-05,4.494985097868782475e-02,2.133498170235660907e-01,6.625586917388910646e-03,1.495468086314096521e-06
2.120165509694627914e+00,3.923263671301911448e-01,2.678391583159882572e-01,5.393198838236986124e-05,4.843275884351150307e-02,2.132100964084070460e-01,6.141085481354686265e-03,1.285594332657641890e-06
2.117377866571043210e+00,3.938083254331020133e-01,2.707108159617180321e-01,6.267571142327225410e-05,5.216174652222190650e-02,2.128048699315539805e-01,5.680421745359374650e-03,1.102051159526890671e-06
2.114597544338335577e+00,3.965732506256486323e-01,2.735575491965606121e-01,7.271790444855145540e-05,5.609718294197141297e-02,2.121378374783640663e-01,5.248866950294557923e-03,9.439214820550137051e-07
2.111824514195207669e+00,3.988579597513658981e-01,2.763872301095945949e-01,8.423209378123665812e-05,6.024355156174756448e-02,2.112135248317863756e-01,4.845113811132189044e-03,8.078111471489726710e-07
2.109058747491240560e+00,4.003181654218226360e-01,2.792081732130312632e-01,9.741209289222045424e-05,6.460486253580477456e-02,2.100373463701837029e-01,4.467861454133522509e-03,6.907600170749589564e-07
2.106335994564294101e+00,4.027096479292615050e-01,2.819923807039674823e-01,1.122653085316465305e-04,6.912371639276951307e-02,2.086355702870998641e-01,4.120237315816614732e-03,5.913997498878727511e-07
2.103584575975028237e+00,4.052695658572512682e-01,2.848219708247837767e-01,1.294202885053179610e-04,7.392192852712460571e-02,2.069782804802589027e-01,3.791836634900326575e-03,5.048939946246343348e-07
2.100840336134453867e+00,4.075394718874632560e-01,2.876694567255984047e-01,1.489609886808393837e-04,7.894379046220913188e-02,2.050901279784331510e-01,3.486146598138599711e-03,4.306981366973829514e-07
2.098138747884940702e+00,4.099112578815262697e-01,2.905065148724566559e-01,1.708759503986081671e-04,8.412138116152298450e-02,2.030083852578941084e-01,3.205504622793287073e-03,3.678798477303885267e-07
2.095408689186677442e+00,4.121922604218077879e-01,2.934169269868240337e-01,1.960653484473057727e-04,8.959192744622944404e-02,2.006872730699426066e-01,2.941347793056873182e-03,3.133291478042962605e-07
2.092685725858169921e+00,4.140340892908961901e-01,2.963726878463895931e-01,2.246198741784066766e-04,9.528902718427716134e-02,1.981624253608829100e-01,2.696348766113449043e-03,2.666609376970854487e-07
2.089969830274224449e+00,4.168418505031292742e-01,2.993827399832704184e-01,2.569375482289283966e-04,1.012121702328146189e-01,1.954440186702349480e-01,2.469386762236363067e-03,2.267697555982232093e-07
2.087296109886040085e+00,4.186993290487560637e-01,3.024153992607082619e-01,2.929532378129621789e-04,1.072787696836876026e-01,1.925814807529475647e-01,2.262002477662090373e-03,1.931085980545566872e-07
2.084594176585300218e+00,4.214700145779451401e-01,3.055586819054123549e-01,3.340904811970861325e-04,1.136463565072827753e-01,1.895103640666078726e-01,2.067706876071682531e-03,1.639742528931884846e-07
2.081899229361495074e+00,4.238575491373535731e-01,3.087809592415425852e-01,3.804307298439251112e-04,1.202335690762209031e-01,1.862784856929555199e-01,1.888334610662134984e-03,1.391318601290381107e-07
2.079246105605580208e+00,4.261475352308167763e-01,3.120459920470925463e-01,4.318343952598260350e-04,1.269468171344261820e-01,1.829422339691863242e-01,1.724988328366578068e-03,1.182198536940989436e-07
2.076564959640955443e+00,4.286956043297452390e-01,3.154463314473109903e-01,4.902774291565154549e-04,1.339580436310521261e-01,1.794254486525446446e-01,1.572461571214475934e-03,1.001633431986919017e-07
2.073890719339031019e+00,4.304449741665616891e-01,3.189456110643683617e-01,5.558090139546814764e-04,1.411746240994013746e-01,1.757829762328956269e-01,1.432116914650827938e-03,8.480346584164178214e-08
2.071257955133880113e+00,4.336072453492452738e-01,3.225016108258073610e-01,6.281703478014399357e-04,1.484924014102218803e-01,1.720762397366986662e-01,1.304727427122260620e-03,7.190396317722693162e-08
2.068597357533697778e+00,4.355004661099579621e-01,3.262123197562286081e-01,7.100688952427104813e-04,1.560964917577375155e-01,1.682195399460225671e-01,1.186158365600418086e-03,6.079162534908667831e-08
2.065943586411422395e+00,4.376795848450039106e-01,3.300352329844486454e-01,8.014853650618304843e-04,1.638834186796452319e-01,1.642728692369807564e-01,1.077408342128880316e-03,5.136063197225799771e-08
2.063330948300247769e+00,4.407394238448028578e-01,3.339211514826731508e-01,9.019782825011466105e-04,1.717393376496680890e-01,1.603007848767529775e-01,9.790072154893265238e-04,4.345826161311160857e-08
2.060690663741815420e+00,4.427352629417843355e-01,3.379740604923794356e-01,1.015210677074693734e-03,1.798607874127393647e-01,1.562103219626007067e-01,8.877037739839677317e-04,3.666598067311273675e-08
2.058091286307053736e+00,4.458916375617164585e-01,3.420894390370885496e-01,1.139320664845189842e-03,1.880259285304930195e-01,1.521189019951506294e-01,8.052568636141729753e-04,3.098298557198136997e-08
2.055464385764251389e+00,4.477817022643573175e-01,3.463753668353959370e-01,1.278756306313854089e-03,1.964376807666533553e-01,1.479299931528330336e-01,7.289105041903615927e-04,2.610540528858905965e-08
2.052844182504470094e+00,4.503656789916603564e-01,3.507772295191650680e-01,1.433252578671333601e-03,2.049766360641997465e-01,1.437080763304295072e-01,6.592425648239867231e-04,2.198104047049748322e-08
2.050264550264550234e+00,4.527589535810067067e-01,3.552334243427786586e-01,1.601855408366761532e-03,2.135159980297646476e-01,1.395190331332725187e-01,5.965192337086238500e-04,1.853766615718587242e-08
2.047657578810046619e+00,4.551890399529648357e-01,3.598580068953055044e-01,1.790460181833808655e-03,2.222660969676944487e-01,1.352628266967663972e-01,5.386074604307144716e-04,1.558858015932424373e-08
2.045090957069582327e+00,4.579397032873130935e-01,3.645267371996622763e-01,1.995699502916197052e-03,2.309847928553762919e-01,1.310596631117950106e-01,4.865685997155922847e-04,1.312985916858568929e-08
2.042497117443584198e+00,4.603577311644964087e-01,3.693573236042537178e-01,2.224636432662508139e-03,2.398857079410494086e-01,1.268083552555001325e-01,4.386129480597908913e-04,1.102698183114794181e-08
2.039943408021583693e+00,4.634220412293911240e-01,3.742183178908896624e-01,2.473063303117383361e-03,2.487214755857674320e-01,1.226281681816616537e-01,3.956015441878198971e-04,9.276155326064760230e-09
2.037362601251992089e+00,4.654613664850413834e-01,3.792306635199823028e-01,2.749397705608998526e-03,2.577075704864025263e-01,1.184176488688993417e-01,3.560386783315986096e-04,7.780739838838563422e-09
2.034788316376764161e+00,4.680916838051629725e-01,3.843230899126970912e-01,3.052539280920675557e-03,2.667102642787824163e-01,1.142401031946789214e-01,3.201766359617093253e-04,6.522353382885831412e-09
2.032253835059656399e+00,4.702150210103664407e-01,3.894193912368258403e-01,3.380114953849909249e-03,2.755945083885543712e-01,1.101566620166468252e-01,2.881004010456625093e-04,5.476729042500384011e-09
2.029692436121977916e+00,4.731787882596851236e-01,3.946443071265017810e-01,3.742976211792980578e-03,2.845756532114320780e-01,1.060669969649906119e-01,2.586761528835029508e-04,4.585402640059145564e-09
2.027170625643708313e+00,4.752200894427826006e-01,3.998522467451784412e-01,4.134010256830344780e-03,2.934019683519635824e-01,1.020838593176696674e-01,2.324049729798105643e-04,3.845735154165985246e-09
2.024622016131665703e+00,4.778664439887052029e-01,4.051695981663418489e-01,4.565983899128394155e-03,3.022866851734362093e-01,9.810857759883762075e-02,2.083482789166466061e-04,3.216022934014033146e-09
2.022112781709663576e+00,4.797013101722518713e-01,4.104472411842796098e-01,5.030233579744801051e-03,3.109801354291587550e-01,9.424996255805541401e-02,1.869069232032150225e-04,2.694117449783237126e-09
2.019576866072737342e+00,4.821322708171928428e-01,4.158123997120748983e-01,5.541703872377537650e-03,3.196917521591461364e-01,9.041163463930429467e-02,1.673067908950384936e-04,2.250351767892905057e-09
2.017080113867425695e+00,4.841619826053157327e-01,4.211138850895689290e-01,6.089914411515562169e-03,3.281762154752528304e-01,8.669788599486115410e-02,1.498673249249637051e-04,1.883014422189269911e-09
2.014556797504548857e+00,4.865964631296137988e-01,4.264788706933496654e-01,6.692271938520392982e-03,3.366374622124331251e-01,8.301518261925054654e-02,1.339523520882663190e-04,1.571057426229122724e-09
2.012072434607646176e+00,4.889973401703732736e-01,4.317556711616257759e-01,7.336182789932492801e-03,3.448368314453609806e-01,7.946284013265723922e-02,1.198154805341734104e-04,1.313140906096693091e-09
2.009561623855441237e+00,4.913798535343330554e-01,4.370704715277408670e-01,8.041821715408719456e-03,3.529710716639785084e-01,7.595064131436460308e-02,1.069357396181914316e-04,1.094370830806231635e-09
2.007089558278435160e+00,4.933721491806375425e-01,4.422727272278840216e-01,8.794154217913539850e-03,3.608104766637086347e-01,7.257258170729885549e-02,9.551372524992222956e-05,9.137130691149557957e-10
2.004623567259970596e+00,4.963490483529684472e-01,4.474193759870974674e-01,9.605367543411751433e-03,3.684439556700310203e-01,6.928479993769065537e-02,8.525207349285248597e-05,7.624711532699573640e-10
2.002131301062421098e+00,4.979452496975427245e-01,4.525645518323995753e-01,1.049087314498469738e-02,3.759499663591976959e-01,6.604778620170720371e-02,7.592549210122825855e-05,6.344086519140471007e-10
1.999677471375584492e+00,4.997078967216494472e-01,4.575625064398368136e-01,1.143130372391818611e-02,3.831163661255832520e-01,6.294716181818817147e-02,6.767424330824708793e-05,5.288389492420656565e-10
1.997197480954145066e+00,5.012421011924753644e-01,4.625327447406873960e-01,1.245521005053014732e-02,3.901148288290020583e-01,5.990251876833697919e-02,6.018665326774177055e-05,4.395504413982134705e-10
1.994755722857648461e+00,5.034031783892402023e-01,4.673347303737960812e-01,1.353983210536287979e-02,3.967475776418426525e-01,5.699374758956517878e-02,5.357267099820282332e-05,3.660272635041237817e-10
1.992287917737789238e+00,5.053323980008722627e-01,4.720836474446181708e-01,1.471770773212557025e-02,4.031735795285500967e-01,5.414477982396841138e-02,4.758005606193214379e-05,3.039121051734036368e-10
1.989858142371140781e+00,5.068347720983121807e-01,4.766456767021727270e-01,1.596225231972526679e-02,4.092113645600211069e-01,5.142976487568098887e-02,4.229469392461594171e-05,2.528206584632382207e-10
1.987434286446980503e+00,5.086761780296675806e-01,4.810734897949975886e-01,1.729228464108046454e-02,4.149327114762923485e-01,4.881092171065458396e-02,3.757175675604272120e-05,2.102141518600038007e-10
1.984984552337959451e+00,5.103340541259606677e-01,4.854133291672528827e-01,1.873120371973674772e-02,4.203935593036142726e-01,4.625526383281319820e-02,3.330213681177902874e-05,1.742768214933207833e-10
1.982572547765608650e+00,5.122054840909492368e-01,4.895439401069007213e-01,2.024583897302939528e-02,4.254400724049498539e-01,4.382848378856166877e-02,2.954479559512507609e-05,1.447647256357456412e-10
1.980166397853754923e+00,5.138376571231062506e-01,4.935149585232415648e-01,2.185848011531127053e-02,4.301344395819881039e-01,4.149584408359032611e-02,2.619462215924456077e-05,1.201925415127865167e-10
1.977734536986825775e+00,5.156095001257772203e-01,4.973684082099440462e-01,2.359662360243423504e-02,4.345212572740138612e-01,3.922735463051060800e-02,2.317260348623305350e-05,9.949909176712475800e-11
1.975340108962309271e+00,5.169169627458357619e-01,5.009980702605876246e-01,2.541941917797019279e-02,4.384775441038066268e-01,3.708058798386473787e-02,2.051891241438711237e-05,8.253177082141650687e-11
1.972920080826080724e+00,5.187817265768249753e-01,5.044941186689619883e-01,2.737921105066901117e-02,4.420992872888377945e-01,3.499749170753384264e-02,1.812855366401107157e-05,6.825730286104502364e-11
1.970537289239912893e+00,5.200679211251935108e-01,5.077614013328916043e-01,2.942938492776419820e-02,4.452855071948442767e-01,3.303047666632998730e-02,1.603248738833647856e-05,5.656493889928701643e-11
1.968160246337476105e+00,5.211902134846078116e-01,5.108431197749161434e-01,3.159887060202723474e-02,4.480800001725117054e-01,3.115007884499261526e-02,1.417010853043494411e-05,4.685416155453857042e-11
1.965757767913760556e+00,5.221003896102348607e-01,5.137736294608002963e-01,3.392285449251720986e-02,4.505070011253803908e-01,2.933127778985807760e-02,1.249601434791052139e-05,3.869667411213880005e-11
1.963392235100386518e+00,5.236207110315983515e-01,5.164752755747509250e-01,3.634513323848907046e-02,4.524998771566699496e-01,2.761923410556728700e-02,1.103104199998979476e-05,3.202459550878037650e-11
1.961032388663967563e+00,5.245447998611704188e-01,5.189867754511401365e-01,3.889910416780176933e-02,4.540903179257506639e-01,2.598762130634986109e-02,9.732024746469951601e-06,2.649126526378273757e-11
1.958678208125355313e+00,5.255334228005545949e-01,5.213084730476703621e-01,4.158870996788958246e-02,4.552769751340582927e-01,2.443420700402523099e-02,8.580919792819975418e-06,2.190447609983774229e-11
1.956298808866451022e+00,5.266676132388465881e-01,5.234684470515260646e-01,4.445595088852949406e-02,4.560671989394797232e-01,2.293774825788337871e-02,7.548947574763665255e-06,1.805868362865388499e-11
1.953955972959770415e+00,5.276427999649768719e-01,5.254127800524541758e-01,4.743008979809976156e-02,4.564413030470412247e-01,2.153473892298224043e-02,6.648269411912620874e-06,1.491908787728784867e-11
1.951618741835466020e+00,5.277553742529115244e-01,5.271738015969373858e-01,5.055098067589977595e-02,4.564141074343592286e-01,2.020286177924510845e-02,5.851695113127109764e-06,1.232014327288662656e-11
1.949256452982047971e+00,5.283153681366882237e-01,5.287750321256751151e-01,5.386604962486940540e-02,4.559803157573701360e-01,1.892352779122979597e-02,5.138942061726604393e-06,1.014404635346515621e-11
1.946930444339770805e+00,5.289305498788000603e-01,5.301796339391509072e-01,5.729240422375479758e-02,4.551552037730220990e-01,1.772750787279848625e-02,4.518061205566968044e-06,8.369953066489476792e-12
1.944609980240253444e+00,5.298097863491942894e-01,5.314150495138725283e-01,6.087506732371143064e-02,4.539407091606560973e-01,1.659530304435717640e-02,3.969978244540891907e-06,6.903322451571019056e-12
1.942295040882177970e+00,5.297227535643963536e-01,5.324874817325018217e-01,6.461677189885639550e-02,4.523427440199052629e-01,1.552447935374306510e-02,3.486454305712584824e-06,5.691393408544238534e-12
1.939955255870711159e+00,5.306149182319306323e-01,5.334148611055026246e-01,6.857244392459012350e-02,4.503396788920285831e-01,1.449968339837979028e-02,3.054885825652467259e-06,4.678425858478055529e-12
1.937651379013985320e+00,5.311471179698702416e-01,5.341806937160591406e-01,7.264157005619940877e-02,4.479913381706875919e-01,1.354510561386012765e-02,2.679871458093749153e-06,3.854024172251296351e-12
1.935352967801345248e+00,5.312513757246639656e-01,5.348061197258034971e-01,7.687636830659839993e-02,4.452827209150999055e-01,1.264468087178085426e-02,2.349629150728738434e-06,3.173659073344647512e-12
1.933060002806054722e+00,5.318003036476940393e-01,5.352997365336101820e-01,8.127844137831434501e-02,4.422231667218931572e-01,1.179606944572141568e-02,2.058985068865497570e-06,2.612396970023038761e-12
1.930772464693334189e+00,5.324708926584306168e-01,5.356705925576972227e-01,8.584906243465370568e-02,4.388227555165700178e-01,1.099697126392215792e-02,1.803340401800107824e-06,2.149577104274121547e-12
1.928460342146189666e+00,5.322014093371048027e-01,5.359308008453387284e-01,9.065265925571032446e-02,4.350410223028299272e-01,1.023554344218165560e-02,1.575842853319514520e-06,1.763543599135685556e-12
1.926183670933267145e+00,5.323760372528157925e-01,5.360834718834792678e-01,9.556502737187996810e-02,4.309877324596249060e-01,9.529333311539883375e-03,1.378738984332644652e-06,1.450018287512884041e-12
1.923912368894681313e+00,5.323957815007627214e-01,5.361427296267436970e-01,1.006476085590199965e-01,4.266279213867019693e-01,8.865994010696303523e-03,1.205669133677508727e-06,1.191794367672780431e-12
1.921646417059261092e+00,5.324604064530867875e-01,5.361187852024357214e-01,1.059001795938287471e-01,4.219741221562887667e-01,8.243429663393914489e-03,1.053787945114223424e-06,9.792003990589087174e-13
1.919385796545105771e+00,5.326065413340747012e-01,5.360219734092294130e-01,1.113221054568388629e-01,4.170393437943831216e-01,7.659603581838429071e-03,9.205753646138409849e-07,8.042407192017226308e-13
1.917100848780940447e+00,5.319810670384980122e-01,5.358602203168997269e-01,1.169869970231834505e-01,4.117668421759373421e-01,7.105578752153377323e-03,8.023649669633013558e-07,6.585954223067515488e-13
1.914850904149358213e+00,5.325003348240638923e-01,5.356482240824986807e-01,1.227461972423390529e-01,4.063075137603356923e-01,6.593812844934768963e-03,7.002343485768025046e-07,5.405365163273344456e-13
1.912606234479354628e+00,5.318539466278613403e-01,5.353945793470034076e-01,1.286702200672717178e-01,4.006087217609880513e-01,6.115026714172348832e-03,6.108041277841019781e-07,4.434870937967038473e-13
1.910366821242046376e+00,5.325439070338164882e-01,5.351094555373082651e-01,1.347566560184691731e-01,3.946848275799089145e-01,5.667439401798455428e-03,5.325367679674314291e-07,3.637376957527146829e-13
1.908132645995229693e+00,5.325602134828860690e-01,5.348028220110616626e-01,1.410026299936319449e-01,3.885503918384918265e-01,5.249336103524641396e-03,4.640751150445747102e-07,2.982282380346210318e-13
1.905903690382871440e+00,5.322583707234666006e-01,5.344843884147753021e-01,1.474047949565772120e-01,3.822201208247556492e-01,4.859068411182590821e-03,4.042220153942529209e-07,2.444353838955926204e-13
1.903679936134608619e+00,5.317088068471267359e-01,5.341635475143717837e-01,1.539593272770179155e-01,3.757088140692294020e-01,4.495054245791564249e-03,3.519221326443937037e-07,2.002792534541325140e-13
1.901461365065247655e+00,5.322123702522516542e-01,5.338493208078390895e-01,1.606619237835764935e-01,3.690313132678967323e-01,4.155777510461925589e-03,3.062457398096637935e-07,1.640461868099780278e-13
1.899218869658446884e+00,5.329878306931112864e-01,5.335465111245965009e-01,1.675988099304518142e-01,3.621116566341057719e-01,3.835778674874395274e-03,2.658850305564418085e-07,1.339717201210724805e-13
1.897010678334302369e+00,5.323273191024947559e-01,5.332711979921340717e-01,1.745844818233659446e-01,3.551445165808573834e-01,3.541968427009125914e-03,2.311607920327586561e-07,1.096637609846657127e-13
1.894807615904159581e+00,5.325882949096347740e-01,5.330269361312416354e-01,1.817023497368386586e-01,3.480556663814055041e-01,3.268719132759027955e-03,2.008801486534798212e-07,8.973802026706702410e-14
1.892609664519674162e+00,5.332846415815933883e-01,5.328207755454769101e-01,1.889461926583560214e-01,3.408596370839690470e-01,3.014771315589510978e-03,1.744874889999240513e-07,7.340993341093785846e-14
1.890416806415220696e+00,5.336183130565265165e-01,5.326591732963928960e-01,1.963093226858314555e-01,3.335707726540003693e-01,2.778926461661599713e-03,1.514948394487801769e-07,6.003435007065998487e-14
1.888229023907415760e+00,5.330829947447192074e-01,5.325479608637726514e-01,2.037845932131147897e-01,3.262031906420753136e-01,2.560045534648584028e-03,1.314738849027231990e-07,4.908096130638432513e-14
1.886046299394639858e+00,5.337913280336964439e-01,5.324923156904369792e-01,2.113644090170146428e-01,3.187707452445562306e-01,2.357047379930024642e-03,1.140488959700549345e-07,4.011401979785130167e-14
1.883868615356567577e+00,5.340473716605628196e-01,5.324967369958039098e-01,2.190407382336021502e-01,3.112869928347362092e-01,2.168907036968395659e-03,9.889046432744484178e-08,3.277561026277460531e-14
1.881695954353698186e+00,5.347157164101778992e-01,5.325650259135634723e-01,2.268051262014783298e-01,3.037651600247782691e-01,1.994653977322051290e-03,8.570995802551304038e-08,2.677185444095940292e-14
1.879528299026889337e+00,5.345869053455447606e-01,5.327002699805213348e-01,2.346487111395378911e-01,2.962181143019219642e-01,1.833370284422056618e-03,7.425461758267886053e-08,2.186154066022612987e-14
1.877365632096896331e+00,5.353232178677191921e-01,5.329048319760529839e-01,2.425622416167591278e-01,2.886583372661106761e-01,1.684188789943437143e-03,6.430322193526545550e-08,1.784675572871239884e-14
1.875207936363911365e+00,5.360142623157663211e-01,5.331803430848482961e-01,2.505360957617444595e-01,2.810979004804879389e-01,1.546291180340661009e-03,5.566226074387649969e-08,1.456516970364605202e-14
1.873055194707108573e+00,5.361775219637106016e-01,5.335277003298739551e-01,2.585603021501074461e-01,2.735484439312981242e-01,1.418906085900270781e-03,4.816255626525993138e-08,1.188368447644800689e-14
1.870907390084190824e+00,5.367765106712315548e-01,5.339470681978636390e-01,2.666245622985490837e-01,2.660211570795288361e-01,1.301307163491888458e-03,4.165628404799048180e-08,9.693207179662429953e-15
1.868764505530940312e+00,5.371791691414140590e-01,5.344378843563032389e-01,2.747182746855342250e-01,2.585267624733351144e-01,1.192811183078861968e-03,3.601434715797745695e-08,7.904350906884277673e-15
1.866626524160770906e+00,5.374701332607468851e-01,5.349988693389063910e-01,2.828305602100043559e-01,2.510755018778496606e-01,1.092776126982416499e-03,3.112406354003920774e-08,6.443899595806374132e-15
1.864493429164286065e+00,5.385488306625126897e-01,5.356280400560755606e-01,2.909502889915483448e-01,2.436771248675098367e-01,1.000599309881698012e-03,2.688713052467712178e-08,5.251902367084883221e-15
1.862365203808837189e+00,5.391599746619242239e-01,5.363227269679086140e-01,2.990661084080218912e-01,2.363408798154714718e-01,9.157155265766220385e-04,2.321783444078102991e-08,4.279286145274356423e-15
1.860241831438086857e+00,5.393626004283414987e-01,5.370795947399870096e-01,3.071664722597078900e-01,2.290755072051554597e-01,8.375952336432834376e-04,2.004147683779215872e-08,3.485894850594374984e-15
1.858123295471573622e+00,5.401918199810391563e-01,5.378946661865472434e-01,3.152396709428987309e-01,2.218892351803823104e-01,7.657427702713984511e-04,1.729299199371792274e-08,2.838879538406214790e-15
1.856009579404280796e+00,5.412542668989770434e-01,5.387633492917168754e-01,3.232738625101991836e-01,2.147897772429911978e-01,6.996946227908582179e-04,1.491573322407087676e-08,2.311377155876034986e-15
1.853900666806207465e+00,5.414869235117624191e-01,5.396804670873236454e-01,3.312571044900106676e-01,2.077843320002348004e-01,6.390177366683409904e-04,1.286040804388926201e-08,1.881426563094136619e-15
1.851796541321943712e+00,5.424298279907928677e-01,5.406402901553810647e-01,3.391773863335219574e-01,2.008795848586286958e-01,5.833078790845057414e-04,1.108414450031348649e-08,1.531079527912700381e-15
1.849697186670246740e+00,5.434419957059436479e-01,5.416365715147046789e-01,3.470226623541971533e-01,1.940817115562475659e-01,5.321880545857244574e-04,9.549673013863245448e-09,1.245671880951327244e-15
1.847602586643621425e+00,5.431756419290688642e-01,5.426625836442273698e-01,3.547808850221427779e-01,1.873963834217332314e-01,4.853069757404125315e-04,8.224609867319360167e-09,1.013226184042786115e-15
1.845512725107903096e+00,5.441295456505572670e-01,5.437111573904256367e-01,3.624400384739704939e-01,1.808287742454080527e-01,4.423375902162386252e-04,7.080830084372636142e-09,8.239623492750250473e-16
1.843454991451720870e+00,5.451393876214707390e-01,5.447606646267748598e-01,3.698896264228536124e-01,1.744675606952897362e-01,4.034714026502793024e-04,6.105980410480371500e-09,6.717249185682757330e-16
