Energy_eV,Averaged_Absorbance
1.531734071200929082e+00,1.605612835180955100e-01
1.530316306507546686e+00,1.605132738540143711e-01
1.528920015289200185e+00,1.595471314880902713e-01
1.527507452758136486e+00,1.595854717096123754e-01
1.526116280214640852e+00,1.592256036335326086e-01
1.524708891266123301e+00,1.589861522793788451e-01
1.523322809302096958e+00,1.577041778374565495e-01
1.521920565565319849e+00,1.579002000349618851e-01
1.520539546290619271e+00,1.570301150508306431e-01
1.519142419601837712e+00,1.563910995663585213e-01
1.517766435329685804e+00,1.562951765701347528e-01
1.516374397730329893e+00,1.566478657188446200e-01
1.515003420975466586e+00,1.560892486223015019e-01
1.513616444710276676e+00,1.557546929667881497e-01
1.512250448187128837e+00,1.552824355068206097e-01
1.510868505702310127e+00,1.551219470052190297e-01
1.509507462323180560e+00,1.548256094594170074e-01
1.508148868888348204e+00,1.547183836972280402e-01
1.506774409137857651e+00,1.545171847082252581e-01
1.505420728672194564e+00,1.533766733578411090e-01
1.504051234777545876e+00,1.527331679536433340e-01
1.502702440679609452e+00,1.536378709561335987e-01
1.501356063541263053e+00,1.538164583778635353e-01
1.499993951637291767e+00,1.527345355735319765e-01
1.498652421411392321e+00,1.519076059682642477e-01
1.497295208655332388e+00,1.512416945845910798e-01
1.495958499215828352e+00,1.510156528170669699e-01
1.494624174340677847e+00,1.503461319857422318e-01
1.493274244632040393e+00,1.498032243126748153e-01
1.491944701791536820e+00,1.489957486489833782e-01
1.490617524372798597e+00,1.491873312280584674e-01
1.489274819245274051e+00,1.491449932827092206e-01
1.487952385523663157e+00,1.491049336398425629e-01
1.486632298285577303e+00,1.488345297073067619e-01
1.485296759896987506e+00,1.483448381444673059e-01
1.483981378427219111e+00,1.472305265525664653e-01
1.482668324704363050e+00,1.479338065035277483e-01
1.481357592554983338e+00,1.479458855624391500e-01
1.480031510348284840e+00,1.470941594322310031e-01
1.478725434077466261e+00,1.464246281771900970e-01
1.477421660907899614e+00,1.457056185294519079e-01
1.476120184753107134e+00,1.449668825774857450e-01
1.474803458651982035e+00,1.447407294160966973e-01
1.473506589188739557e+00,1.442853323789054232e-01
1.472211998527787946e+00,1.444735887427526788e-01
1.470919680668082208e+00,1.449322705207257700e-01
1.469612212003413410e+00,1.444721476077034938e-01
1.468324452338661823e+00,1.439847701228126886e-01
1.467038947517864678e+00,1.438452030414646698e-01
1.465755691623915391e+00,1.436673055528356058e-01
1.464474678760393056e+00,1.440004889131882293e-01
1.463178637591891151e+00,1.433804628662761760e-01
1.461902123294938738e+00,1.430728136008556639e-01
1.460627834383650292e+00,1.426073057268783806e-01
1.459355765043721664e+00,1.422898891832923007e-01
1.458085909481086073e+00,1.417785826756531864e-01
1.456818261921825286e+00,1.415878222021406396e-01
1.455552816612083467e+00,1.411150157085789003e-01
1.454272511903924148e+00,1.413310771919301934e-01
1.453011483477853361e+00,1.415068853160637852e-01
1.451752640082422108e+00,1.410162449181729949e-01
1.450495976043421287e+00,1.401816624348747875e-01
1.449241485706271426e+00,1.405644160855103741e-01
1.447989163435938087e+00,1.403751178003881106e-01
1.446739003616847485e+00,1.399761613738955690e-01
1.445491000652802338e+00,1.388392010783570107e-01
1.444245148966898817e+00,1.387373565585184321e-01
1.443001443001442841e+00,1.384719287686804745e-01
1.441759877217868580e+00,1.382900940022051550e-01
1.440520446096654306e+00,1.379905695620994854e-01
1.439283144137242676e+00,1.378149204739856637e-01
1.438031288777557481e+00,1.376213999613470351e-01
1.436798257302758897e+00,1.371227564227842921e-01
1.435567338527617309e+00,1.371767811350068922e-01
1.434338527026870702e+00,1.367299067479372521e-01
1.433111817393816878e+00,1.366702643885757962e-01
1.431887204240233746e+00,1.365707157789256276e-01
1.430664682196300941e+00,1.360839479693577991e-01
1.429444245910521438e+00,1.361238723495154235e-01
1.428225890049642288e+00,1.362364062100163697e-01
1.427026031716804200e+00,1.355964040021784556e-01
1.425811792843344694e+00,1.352864017333159918e-01
1.424599618574940996e+00,1.348409341569772046e-01
1.423389503650305477e+00,1.345124107372934752e-01
1.422181442826012221e+00,1.344974352134825635e-01
1.420975430876421086e+00,1.340274741694561511e-01
1.419771462593601985e+00,1.335864308924691324e-01
1.418569532787260279e+00,1.336369604583556303e-01
1.417369636284662615e+00,1.339446508822727533e-01
1.416171767930561876e+00,1.335583276714002454e-01
1.414975922587123680e+00,1.335729767132667889e-01
1.413782095133853112e+00,1.333777348667102292e-01
1.412590280467521664e+00,1.330132185114810683e-01
1.411416538614763017e+00,1.325565592167681217e-01
1.410228707252442426e+00,1.319655174536518705e-01
1.409042873538402185e+00,1.319300758992510980e-01
1.407859032437526192e+00,1.319752082428801987e-01
1.406677178931605932e+00,1.326733808354218225e-01
1.405497308019268976e+00,1.304505365917355275e-01
1.404319414715908376e+00,1.296389945010377465e-01
1.403159371746707018e+00,1.295933325560051919e-01
1.401985392216719806e+00,1.298304789931823411e-01
1.400813375508359604e+00,1.302263257026087528e-01
1.399643316703162554e+00,1.301431428422455128e-01
1.398475210899084331e+00,1.299032397815742534e-01
1.397324799134560092e+00,1.297510040118341479e-01
1.396160558464223378e+00,1.293376925502501551e-01
1.394998256252179658e+00,1.287804167188089099e-01
1.393837887661162567e+00,1.281487979883393358e-01
1.392695089626667881e+00,1.283044167980906258e-01
1.391538547862192665e+00,1.284173469193298778e-01
1.390383925367778994e+00,1.283308541840121053e-01
1.389231217369871541e+00,1.275227448900637106e-01
1.388095957730239416e+00,1.270304146316921790e-01
1.386947038756221717e+00,1.270359176160299752e-01
1.385800020116451980e+00,1.267425786840819524e-01
1.384654897100041415e+00,1.262785161695130498e-01
1.383527101510722446e+00,1.263048623588687303e-01
1.382385730211817210e+00,1.264331636626570832e-01
1.381246240559627525e+00,1.259841461804659390e-01
1.380123988558326964e+00,1.249130547672213376e-01
1.378988222995740642e+00,1.246050194784370513e-01
1.377854325240291056e+00,1.248292688588079208e-01
1.376737576053648437e+00,1.251509520657101970e-01
1.375607375030507562e+00,1.248998109016319497e-01
1.374479028110312973e+00,1.250879009320591539e-01
1.373367741363842764e+00,1.246398230790912165e-01
1.372243064085964415e+00,1.241782885667121611e-01
1.371120227340579589e+00,1.238716435219607975e-01
1.370014363053806195e+00,1.239075507354702593e-01
1.368895169124790145e+00,1.236282555065351119e-01
1.367792889683091095e+00,1.240312122831773445e-01
1.366677320871587442e+00,1.241884662225928998e-01
1.365563570287979811e+00,1.234881574791365233e-01
1.364466647593477022e+00,1.226511370131063983e-01
1.363356495734013629e+00,1.225101296532017520e-01
1.362263114528975638e+00,1.215035442656561271e-01
1.361156543979626488e+00,1.213413168115472507e-01
1.360066687140788710e+00,1.205239349551339434e-01
1.358963680599697410e+00,1.205777680289754211e-01
1.357862461673236876e+00,1.211387427502851055e-01
1.356777871390588031e+00,1.210582003683978447e-01
1.355680190669859231e+00,1.206532478305795270e-01
1.354599082368363572e+00,1.200138104252196636e-01
1.353504922828388635e+00,1.196085164070991580e-01
1.352427279767033586e+00,1.187900090746531190e-01
1.351336624491886518e+00,1.184423516930872139e-01
1.350262430036805572e+00,1.187707945282130001e-01
1.349175262218740512e+00,1.185823444105950503e-01
1.348104499842358805e+00,1.179036947758789755e-01
1.347020802780946269e+00,1.173988197678389883e-01
1.345953456061132369e+00,1.173357631861182970e-01
1.344873213162404380e+00,1.173923386810237224e-01
1.343809265781630957e+00,1.181530208511877983e-01
1.342747000476458563e+00,1.184493790800797697e-01
1.341671896301746214e+00,1.178983736957044115e-01
1.340613006108438254e+00,1.177962804244273715e-01
1.339541315127094290e+00,1.170490806665892281e-01
1.338485783985665201e+00,1.160051442238707459e-01
1.337417489969368933e+00,1.160299426020525160e-01
1.336365301921563997e+00,1.159926577819855587e-01
1.335314768150589027e+00,1.160828766853737870e-01
1.334251527933201231e+00,1.158630192541748039e-01
1.333204313561053178e+00,1.147694974591032535e-01
1.332144430239678545e+00,1.149204128781765588e-01
1.331100519558589879e+00,1.146000759560016069e-01
1.330058243679541841e+00,1.144710175444048489e-01
1.329003354661693725e+00,1.141435954483663168e-01
1.327964359150102913e+00,1.141617733136767870e-01
1.326926986912647433e+00,1.141924601858493593e-01
1.325877056980635738e+00,1.146560573629457208e-01
1.324842942006068558e+00,1.146120701308294271e-01
1.323810438885864027e+00,1.141816089445929078e-01
1.322765433152342185e+00,1.140299664742262242e-01
1.321736164406924319e+00,1.136215568942424287e-01
1.320708496202963156e+00,1.129704647077878210e-01
1.319682424810029620e+00,1.113861844880668917e-01
1.318643923603726176e+00,1.113426694695372615e-01
1.317621056434559845e+00,1.111124185875790316e-01
1.316599774903909337e+00,1.112712087507508191e-01
1.315566117806824087e+00,1.117788630445076536e-01
1.314548018106838967e+00,1.114909934493425597e-01
1.313531492976843795e+00,1.109993435088027502e-01
1.312516538766869578e+00,1.105920944422559976e-01
1.311489280690435688e+00,1.107172872876529129e-01
1.310477478810424534e+00,1.101683947340554998e-01
1.309467236918527844e+00,1.095337865289697787e-01
1.308458551409758641e+00,1.091664593958734802e-01
1.307451418690228850e+00,1.088357922758962093e-01
1.306432070800189749e+00,1.084423093304246744e-01
1.305428054069987853e+00,1.080454372257902695e-01
1.304425579364828947e+00,1.077784527152393090e-01
1.303424643134946548e+00,1.077412209927160330e-01
1.302425241841461245e+00,1.080132360193622604e-01
1.301413713122238525e+00,1.076671817198149445e-01
1.300417392033894837e+00,1.072406414716848139e-01
1.299422595282257564e+00,1.062158946344315125e-01
1.298429319371727786e+00,1.061615119830085635e-01
1.297437560817385593e+00,1.054613119317728692e-01
1.296447316144951234e+00,1.042383739039635798e-01
1.295458581890742700e+00,1.036424456858698190e-01
1.294457841387157693e+00,1.026131565693496756e-01
1.293472138192894194e+00,1.032790867281538350e-01
1.292487935042057945e+00,1.027928354348991574e-01
1.291505228513102566e+00,1.026330455006610742e-01
1.290524015194879581e+00,1.024689539456672682e-01
1.289544291686599120e+00,1.019119178726004965e-01
1.288566054597790833e+00,1.016496720693094574e-01
1.287589300548263926e+00,1.009380593864283027e-01
1.286614026168069191e+00,1.004789670090878717e-01
1.285640228097459925e+00,1.001312144589666525e-01
1.284667902986852850e+00,1.000921594370173251e-01
1.283697047496790811e+00,1.001777160406637501e-01
1.282727658297903028e+00,9.914359120178903306e-02
1.281759732070868907e+00,9.896580284177163012e-02
1.280793265506378065e+00,9.872425678093937895e-02
1.279828255305094586e+00,9.804125830299625921e-02
1.278851508838513951e+00,9.807033098659743986e-02
1.277889421342814469e+00,9.780860833305120294e-02
1.276941930035939698e+00,9.733536674905135522e-02
1.275982712492282456e+00,9.653427068278101764e-02
1.275024934963445933e+00,9.656120121821117064e-02
1.274068594209152749e+00,9.622345299754044012e-02
1.273113686998839755e+00,9.629233807015182001e-02
1.272160210111621836e+00,9.640919864965623309e-02
1.271208160336255055e+00,9.617583999309989307e-02
1.270257534471101790e+00,9.570853748938699945e-02
1.269308329324093432e+00,9.535935030703872328e-02
1.268360541712695966e+00,9.499554134058507682e-02
1.267414168463873558e+00,9.458469505180189252e-02
1.266469206414053694e+00,9.454036568227655590e-02
1.265525652409091428e+00,9.352387418194486879e-02
1.264583503304234302e+00,9.397977195045538468e-02
1.263642755964088149e+00,9.386495160705803087e-02
1.262703407262581123e+00,9.353796148703480418e-02
1.261778293343101875e+00,9.264921079574688079e-02
1.260841713524560870e+00,9.198983056904413980e-02
1.259906523064417749e+00,9.160143681934707072e-02
1.258972718873422547e+00,9.084412950857191638e-02
1.258040297871477087e+00,9.090276505983856115e-02
1.257109256987601231e+00,9.023468676721511927e-02
1.256179593159899577e+00,8.984550107504805927e-02
1.255264010366051064e+00,8.976832487778509118e-02
1.254337072741434467e+00,9.007825978296564451e-02
1.253411503082987988e+00,8.973795700029811584e-02
1.252487298364695967e+00,8.870163658149789188e-02
1.251564455569461831e+00,8.838694959968225462e-02
1.250642971689073901e+00,8.879161555651503279e-02
1.249735439070358112e+00,8.814617329838300708e-02
1.248816645517352386e+00,8.777437519865440019e-02
1.247899201948333037e+00,8.736103325364651118e-02
1.246983105390184976e+00,8.729175220457772999e-02
1.246080874668381799e+00,8.724970468660775413e-02
1.245167444896319697e+00,8.681965380117112607e-02
1.244255353308314493e+00,8.715940629704327369e-02
1.243344596965838100e+00,8.631830999581381614e-02
1.242447621814975589e+00,8.712761228528789759e-02
1.241539508991148955e+00,8.644134733634456502e-02
1.240632722688571166e+00,8.565224192218824639e-02
1.239752049590082006e+00,8.560952002826041629e-02
1.238885003496852821e+00,8.511676393960541931e-02
1.237895577518218992e+00,8.511219668096131619e-02
1.237031125299281831e+00,8.481684439370594519e-02
1.236167879573322637e+00,8.569636643980250990e-02
1.235182787130192361e+00,8.529312047246141726e-02
1.234322118256022227e+00,8.485416276642662736e-02
1.233462647965781311e+00,8.533683447279274970e-02
1.232604373757455241e+00,8.463392642530788434e-02
1.231624950337703694e+00,8.470303764923443890e-02
1.230769230769230838e+00,8.466870408383590785e-02
1.229914699464391914e+00,8.400420804026287325e-02
1.229061353949846502e+00,8.367017125243414455e-02
1.228087550757650748e+00,8.379986110840074998e-02
1.227236737925573973e+00,8.304732809170743690e-02
1.226387103154979785e+00,8.332785318442981204e-02
1.225538644000790711e+00,8.258840232287960326e-02
1.224570412798735797e+00,8.289293277689449568e-02
1.223724464620546737e+00,8.228641515249685012e-02
1.222879684418145985e+00,8.151481596818274666e-02
1.222036069774317557e+00,8.068057011976870196e-02
1.221073362875430890e+00,7.964587193362011874e-02
1.220232237748474668e+00,7.880756726579581095e-02
1.219392270626413532e+00,7.889286090338437640e-02
1.218553459119496862e+00,7.875163119518388544e-02
1.217596229379418693e+00,7.833986166923195826e-02
1.216759886174075156e+00,7.854583357320400749e-02
1.215924691115905176e+00,7.811511081244550125e-02
1.214971585341955596e+00,7.656811209999243861e-02
1.214138842651522721e+00,7.676918354690881463e-02
1.213307240704500911e+00,7.711716591028724976e-02
1.212476777158501884e+00,7.634210374245686825e-02
1.211529066927210518e+00,7.672402651017107278e-02
1.210701034954110522e+00,7.628404379892905762e-02
1.209874134061859507e+00,7.605295178252494126e-02
1.209048361934477400e+00,7.489992629856175033e-02
1.208106001558846287e+00,7.412916093212555679e-02
1.207282640443968491e+00,7.370274351719029171e-02
1.206460400856197657e+00,7.385417244695755001e-02
1.205639280505590660e+00,7.341839701339201996e-02
1.204819277108433617e+00,7.291011397933733207e-02
1.203883495145630977e+00,7.246588118827977654e-02
1.203065877558940455e+00,7.311476678496586779e-02
1.202249369788636724e+00,7.146823181089097254e-02
1.201433969576591432e+00,7.138700825465112143e-02
1.200503436925162148e+00,7.085165998399377274e-02
1.199690402476780271e+00,7.011906582774209140e-02
1.198878468529440244e+00,6.987341592764259590e-02
1.198067632850241537e+00,6.946057969414135003e-02
1.197142305464375500e+00,6.898099184851209931e-02
1.196333815726001060e+00,6.818450566989529837e-02
1.195526417277285036e+00,6.815342386832998200e-02
1.194720107910203222e+00,6.693538636845645928e-02
1.193799942235486578e+00,6.650570646578080058e-02
1.192995959207234780e+00,6.655180627102121049e-02
1.192193058359773294e+00,6.598182541831659753e-02
1.191391237509608070e+00,6.632428413072286033e-02
1.190476190476190688e+00,6.521618276336013653e-02
1.189676676580639025e+00,6.528876842920039447e-02
1.188878235858101595e+00,6.517474181721362447e-02
1.188080866149276549e+00,6.457195553810865518e-02
1.187284565300650963e+00,6.336116704774273634e-02
1.186375813241484778e+00,6.371578350837842075e-02
1.185581795582751674e+00,6.276527120883541866e-02
1.184788840053506709e+00,6.243766247136647851e-02
1.183996944524014161e+00,6.214810779951109726e-02
1.183093216296155159e+00,6.175845044357910346e-02
1.182303585049580441e+00,6.163391649622696616e-02
1.181515007146260121e+00,6.058033842401059493e-02
1.180727480479908609e+00,6.096313283245385212e-02
1.179828734538534762e+00,5.932765396993703449e-02
1.179043453456308788e+00,5.890564432806402045e-02
1.178259217027745942e+00,5.880120504479339344e-02
1.177476023169689689e+00,5.811612052398012346e-02
1.176693869804517067e+00,5.756337048558497760e-02
1.175801251659396973e+00,5.694555745387482742e-02
1.175021320951388226e+00,5.655009164507894537e-02
1.174242424242424310e+00,5.645229945426047391e-02
1.173464559477618963e+00,5.565608541196193082e-02
1.172576832151300152e+00,5.498193839886544171e-02
1.171801171801171826e+00,5.433954462714167544e-02
1.171026536972329612e+00,5.423131918088062303e-02
1.170252925632314200e+00,5.407849318316346882e-02
1.169480335754031985e+00,5.343122564841156635e-02
1.168598624069361991e+00,5.351332169822679841e-02
1.167828216236579397e+00,5.293195404283258104e-02
1.167058823529411704e+00,5.275699551141149052e-02
1.166290443942814115e+00,5.222494873694192435e-02
1.165523075477018500e+00,5.202189244553707959e-02
1.164647318493472250e+00,5.158885698658537827e-02
1.163882110005631576e+00,4.991165581814988039e-02
1.163117906387768574e+00,4.951609985137306325e-02
1.162354705661792220e+00,4.973209060613445476e-02
1.161483701760959164e+00,4.908951669925633310e-02
1.160722643452213765e+00,4.932529995478907026e-02
1.159962581852198360e+00,4.846741799952612034e-02
1.159203515004206819e+00,4.833937144075965697e-02
1.158445440956651584e+00,4.786753536143880522e-02
1.157580283793876008e+00,4.774577313176562449e-02
1.156824330627856945e+00,4.815948977911926193e-02
1.156069364161849800e+00,4.674163993619433882e-02
1.155315382465293972e+00,4.705477654444128327e-02
1.154562383612662835e+00,4.619535110931980576e-02
1.153703014514328329e+00,4.663468311896818569e-02
1.152952115295211577e+00,4.613944413168183378e-02
1.152202192900947830e+00,4.585441741698029899e-02
1.151453245426687699e+00,4.569628535850884382e-02
1.150705270972531613e+00,4.578703691274187138e-02
1.149851632047477645e+00,4.470332428689374055e-02
1.149105736261699651e+00,4.479046673314756449e-02
1.148360807556955132e+00,4.466851462179405319e-02
1.147616844053678919e+00,4.450959829466565737e-02
1.146873843877173504e+00,4.416319610842246723e-02
1.146025878003696929e+00,4.353501453148458933e-02
1.145284935808626559e+00,4.355547772483100988e-02
1.144544951079933481e+00,4.338677634769323027e-02
1.143805921962918637e+00,4.263834238609865573e-02
1.143067846607669580e+00,4.287744838679118792e-02
1.142225497420781277e+00,4.190256037677555362e-02
1.141489459633618697e+00,4.218599951211429028e-02
1.140754369825206949e+00,4.151827828640108908e-02
1.140020226165302963e+00,4.113711182810659422e-02
1.139287026828371907e+00,4.150765340141687049e-02
1.138450238707308104e+00,4.148677688943996911e-02
1.137719056794201267e+00,4.061809366611100064e-02
1.136988813497157524e+00,4.128771789545768872e-02
1.136259507009988123e+00,4.005314707620088316e-02
1.135531135531135494e+00,4.042307310369894213e-02
1.134803697263658817e+00,4.033508979989226806e-02
1.133973479652492067e+00,3.924944146157054170e-02
1.133248035094132744e+00,3.935722268589871703e-02
1.132523518129509466e+00,3.944159260124899952e-02
1.131799926980650017e+00,3.790902763718352608e-02
1.131077259874122110e+00,3.884974443374562825e-02
1.130252483820982645e+00,3.852249478512340813e-02
1.129531790854436224e+00,3.794239534908270400e-02
1.128812016385980943e+00,3.824030777108227558e-02
1.128093158660844253e+00,3.817343539645945416e-02
1.127375215928720698e+00,3.771861120984949800e-02
1.126658186443758147e+00,3.757849130624132949e-02
1.125839840203377351e+00,3.795936261830980957e-02
1.125124761818346864e+00,3.794163656246934968e-02
1.124410591222343214e+00,3.706010419838879494e-02
1.123697326687811415e+00,3.669945950226851522e-02
1.122984966491577641e+00,3.678514538420867702e-02
1.122171945701357476e+00,3.694592122777026755e-02
1.121461517590666590e+00,3.657832367043019339e-02
1.120751988430947144e+00,3.634304587924067076e-02
1.120043356517026467e+00,3.641894467465962848e-02
1.119335620148041111e+00,3.646426316363609449e-02
1.118628777627424409e+00,3.575227466364806067e-02
1.117822049941404439e+00,3.511988243039088076e-02
1.117117117117117031e+00,3.545751509958189329e-02
1.116413072836949683e+00,3.543704645347951071e-02
1.115709915421990273e+00,3.566300521433271586e-02
1.115007643197554188e+00,3.510144255018099457e-02
1.114306254493170334e+00,3.450252959663694524e-02
1.113505747126436907e+00,3.469961375619962096e-02
1.112806246073768435e+00,3.505314024165633036e-02
1.112107623318385752e+00,3.455655229990804017e-02
1.111409877207134578e+00,3.384615723220534000e-02
1.110713006091006649e+00,3.411388169062714443e-02
1.110017008325127730e+00,3.361896521950211159e-02
1.109222649610877465e+00,3.325018547149166670e-02
1.108528517790094758e+00,3.314420732631580269e-02
1.107835254176717577e+00,3.304218470627320187e-02
1.107142857142857206e+00,3.249962606132753701e-02
1.106451325064691682e+00,3.207535818155726748e-02
1.105760656322454016e+00,3.180310540667893870e-02
1.104972375690607800e+00,3.177811460629251933e-02
1.104283551518389750e+00,3.187973072282798692e-02
1.103595585617657582e+00,3.169539193030523894e-02
1.102908476385306535e+00,3.106668767285599569e-02
1.102222222222222214e+00,3.093683911859669566e-02
1.101536821533268151e+00,3.097308147935732767e-02
1.100852272727272707e+00,3.098005642751192404e-02
1.100070972320794871e+00,3.093833491893826712e-02
